agency_cd,site_no,datetime,tz_cd,16340_00065,16340_00065_cd,,
USGS,11463500,3/1/19 13:15,PST,32.22,9.820656,,
USGS,11463500,3/1/19 13:30,PST,32.21,9.817608,,
USGS,11463500,3/1/19 13:45,PST,32.19,9.811512,,
USGS,11463500,3/1/19 14:00,PST,32.17,9.805416,,
USGS,11463500,3/1/19 14:15,PST,32.15,9.79932,,
USGS,11463500,3/1/19 14:30,PST,32.13,9.793224,,
USGS,11463500,3/1/19 14:45,PST,32.12,9.790176,,
USGS,11463500,3/1/19 15:00,PST,32.08,9.777984,,
USGS,11463500,3/1/19 15:15,PST,32.08,9.777984,,
USGS,11463500,3/1/19 15:30,PST,32.04,9.765792,,
USGS,11463500,3/1/19 15:45,PST,32.03,9.762744,,
USGS,11463500,3/1/19 16:00,PST,32.01,9.756648,,
USGS,11463500,3/1/19 16:15,PST,31.99,9.750552,,
USGS,11463500,3/1/19 16:30,PST,31.97,9.744456,,
USGS,11463500,3/1/19 16:45,PST,31.95,9.73836,,
USGS,11463500,3/1/19 17:00,PST,31.93,9.732264,,
USGS,11463500,3/1/19 17:15,PST,31.91,9.726168,,
USGS,11463500,3/1/19 17:30,PST,31.9,9.72312,,
USGS,11463500,3/1/19 17:45,PST,31.87,9.713976,,
USGS,11463500,3/1/19 18:00,PST,31.85,9.70788,,
USGS,11463500,3/1/19 18:15,PST,31.85,9.70788,,
USGS,11463500,3/1/19 18:30,PST,31.83,9.701784,,
USGS,11463500,3/1/19 18:45,PST,31.81,9.695688,,
USGS,11463500,3/1/19 19:00,PST,31.79,9.689592,,
USGS,11463500,3/1/19 19:15,PST,31.78,9.686544,,
USGS,11463500,3/1/19 19:30,PST,31.76,9.680448,,
USGS,11463500,3/1/19 19:45,PST,31.74,9.674352,,
USGS,11463500,3/1/19 20:00,PST,31.74,9.674352,,
USGS,11463500,3/1/19 20:15,PST,31.71,9.665208,,
USGS,11463500,3/1/19 20:30,PST,31.7,9.66216,,
USGS,11463500,3/1/19 20:45,PST,31.67,9.653016,,
USGS,11463500,3/1/19 21:00,PST,31.65,9.64692,,
USGS,11463500,3/1/19 21:15,PST,31.65,9.64692,,
USGS,11463500,3/1/19 21:30,PST,31.62,9.637776,,
USGS,11463500,3/1/19 21:45,PST,31.61,9.634728,,
USGS,11463500,3/1/19 22:00,PST,31.59,9.628632,,
USGS,11463500,3/1/19 22:15,PST,31.58,9.625584,,
USGS,11463500,3/1/19 22:30,PST,31.55,9.61644,,
USGS,11463500,3/1/19 22:45,PST,31.55,9.61644,,
USGS,11463500,3/1/19 23:00,PST,31.53,9.610344,,
USGS,11463500,3/1/19 23:15,PST,31.52,9.607296,,
USGS,11463500,3/1/19 23:30,PST,31.5,9.6012,,
USGS,11463500,3/1/19 23:45,PST,31.49,9.598152,,
USGS,11463500,3/2/19 0:00,PST,31.48,9.595104,6.78E-08,0.19188969
USGS,11463500,3/2/19 0:15,PST,31.48,9.595104,,
USGS,11463500,3/2/19 0:30,PST,31.47,9.592056,,
USGS,11463500,3/2/19 0:45,PST,31.45,9.58596,,
USGS,11463500,3/2/19 1:00,PST,31.44,9.582912,,
USGS,11463500,3/2/19 1:15,PST,31.44,9.582912,,
USGS,11463500,3/2/19 1:30,PST,31.45,9.58596,,
USGS,11463500,3/2/19 1:45,PST,31.45,9.58596,,
USGS,11463500,3/2/19 2:00,PST,31.46,9.589008,,
USGS,11463500,3/2/19 2:15,PST,31.48,9.595104,,
USGS,11463500,3/2/19 2:30,PST,31.48,9.595104,,
USGS,11463500,3/2/19 2:45,PST,31.49,9.598152,,
USGS,11463500,3/2/19 3:00,PST,31.5,9.6012,,
USGS,11463500,3/2/19 3:15,PST,31.53,9.610344,,
USGS,11463500,3/2/19 3:30,PST,31.55,9.61644,,
USGS,11463500,3/2/19 3:45,PST,31.58,9.625584,,
USGS,11463500,3/2/19 4:00,PST,31.62,9.637776,,
USGS,11463500,3/2/19 4:15,PST,31.65,9.64692,,
USGS,11463500,3/2/19 4:30,PST,31.68,9.656064,,
USGS,11463500,3/2/19 4:45,PST,31.72,9.668256,,
USGS,11463500,3/2/19 5:00,PST,31.78,9.686544,,
USGS,11463500,3/2/19 5:15,PST,31.81,9.695688,,
USGS,11463500,3/2/19 5:30,PST,31.85,9.70788,,
USGS,11463500,3/2/19 5:45,PST,31.88,9.717024,,
USGS,11463500,3/2/19 6:00,PST,31.93,9.732264,,
USGS,11463500,3/2/19 6:15,PST,31.96,9.741408,,
USGS,11463500,3/2/19 6:30,PST,31.99,9.750552,,
USGS,11463500,3/2/19 6:45,PST,32.03,9.762744,,
USGS,11463500,3/2/19 7:00,PST,32.06,9.771888,,
USGS,11463500,3/2/19 7:15,PST,32.09,9.781032,,
USGS,11463500,3/2/19 7:30,PST,32.12,9.790176,,
USGS,11463500,3/2/19 7:45,PST,32.14,9.796272,,
USGS,11463500,3/2/19 8:00,PST,32.17,9.805416,,
USGS,11463500,3/2/19 8:15,PST,32.19,9.811512,,
USGS,11463500,3/2/19 8:30,PST,32.21,9.817608,,
USGS,11463500,3/2/19 8:45,PST,32.23,9.823704,,
USGS,11463500,3/2/19 9:00,PST,32.26,9.832848,,
USGS,11463500,3/2/19 9:15,PST,32.28,9.838944,,
USGS,11463500,3/2/19 9:30,PST,32.28,9.838944,,
USGS,11463500,3/2/19 9:45,PST,32.28,9.838944,,
USGS,11463500,3/2/19 10:00,PST,32.29,9.841992,,
USGS,11463500,3/2/19 10:15,PST,32.31,9.848088,,
USGS,11463500,3/2/19 10:30,PST,32.32,9.851136,,
USGS,11463500,3/2/19 10:45,PST,32.31,9.848088,,
USGS,11463500,3/2/19 11:00,PST,32.32,9.851136,,
USGS,11463500,3/2/19 11:15,PST,32.32,9.851136,,
USGS,11463500,3/2/19 11:30,PST,32.33,9.854184,,
USGS,11463500,3/2/19 11:45,PST,32.33,9.854184,,
USGS,11463500,3/2/19 12:00,PST,32.33,9.854184,,
USGS,11463500,3/2/19 12:15,PST,32.33,9.854184,,
USGS,11463500,3/2/19 12:30,PST,32.35,9.86028,,
USGS,11463500,3/2/19 12:45,PST,32.36,9.863328,,
USGS,11463500,3/2/19 13:00,PST,32.35,9.86028,,
USGS,11463500,3/2/19 13:15,PST,32.37,9.866376,,
USGS,11463500,3/2/19 13:30,PST,32.37,9.866376,,
USGS,11463500,3/2/19 13:45,PST,32.38,9.869424,,
USGS,11463500,3/2/19 14:00,PST,32.4,9.87552,,
USGS,11463500,3/2/19 14:15,PST,32.39,9.872472,,
USGS,11463500,3/2/19 14:30,PST,32.41,9.878568,,
USGS,11463500,3/2/19 14:45,PST,32.43,9.884664,,
USGS,11463500,3/2/19 15:00,PST,32.43,9.884664,,
USGS,11463500,3/2/19 15:15,PST,32.44,9.887712,,
USGS,11463500,3/2/19 15:30,PST,32.44,9.887712,,
USGS,11463500,3/2/19 15:45,PST,32.46,9.893808,,
USGS,11463500,3/2/19 16:00,PST,32.45,9.89076,,
USGS,11463500,3/2/19 16:15,PST,32.45,9.89076,,
USGS,11463500,3/2/19 16:30,PST,32.45,9.89076,,
USGS,11463500,3/2/19 16:45,PST,32.47,9.896856,,
USGS,11463500,3/2/19 17:00,PST,32.47,9.896856,,
USGS,11463500,3/2/19 17:15,PST,32.47,9.896856,,
USGS,11463500,3/2/19 17:30,PST,32.48,9.899904,,
USGS,11463500,3/2/19 17:45,PST,32.49,9.902952,,
USGS,11463500,3/2/19 18:00,PST,32.51,9.909048,,
USGS,11463500,3/2/19 18:15,PST,32.5,9.906,,
USGS,11463500,3/2/19 18:30,PST,32.51,9.909048,,
USGS,11463500,3/2/19 18:45,PST,32.53,9.915144,,
USGS,11463500,3/2/19 19:00,PST,32.54,9.918192,,
USGS,11463500,3/2/19 19:15,PST,32.54,9.918192,,
USGS,11463500,3/2/19 19:30,PST,32.56,9.924288,,
USGS,11463500,3/2/19 19:45,PST,32.57,9.927336,,
USGS,11463500,3/2/19 20:00,PST,32.59,9.933432,,
USGS,11463500,3/2/19 20:15,PST,32.6,9.93648,,
USGS,11463500,3/2/19 20:30,PST,32.61,9.939528,,
USGS,11463500,3/2/19 20:45,PST,32.62,9.942576,,
USGS,11463500,3/2/19 21:00,PST,32.64,9.948672,,
USGS,11463500,3/2/19 21:15,PST,32.67,9.957816,,
USGS,11463500,3/2/19 21:30,PST,32.67,9.957816,,
USGS,11463500,3/2/19 21:45,PST,32.7,9.96696,,
USGS,11463500,3/2/19 22:00,PST,32.69,9.963912,,
USGS,11463500,3/2/19 22:15,PST,32.71,9.970008,,
USGS,11463500,3/2/19 22:30,PST,32.72,9.973056,,
USGS,11463500,3/2/19 22:45,PST,32.73,9.976104,,
USGS,11463500,3/2/19 23:00,PST,32.74,9.979152,,
USGS,11463500,3/2/19 23:15,PST,32.75,9.9822,,
USGS,11463500,3/2/19 23:30,PST,32.76,9.985248,,
USGS,11463500,3/2/19 23:45,PST,32.75,9.9822,,
USGS,11463500,3/3/19 0:00,PST,32.76,9.985248,0.15000007,0.14756316
USGS,11463500,3/3/19 0:15,PST,32.76,9.985248,,
USGS,11463500,3/3/19 0:30,PST,32.76,9.985248,,
USGS,11463500,3/3/19 0:45,PST,32.75,9.9822,,
USGS,11463500,3/3/19 1:00,PST,32.75,9.9822,,
USGS,11463500,3/3/19 1:15,PST,32.74,9.979152,,
USGS,11463500,3/3/19 1:30,PST,32.73,9.976104,,
USGS,11463500,3/3/19 1:45,PST,32.72,9.973056,,
USGS,11463500,3/3/19 2:00,PST,32.69,9.963912,,
USGS,11463500,3/3/19 2:15,PST,32.67,9.957816,,
USGS,11463500,3/3/19 2:30,PST,32.67,9.957816,,
USGS,11463500,3/3/19 2:45,PST,32.63,9.945624,,
USGS,11463500,3/3/19 3:00,PST,32.61,9.939528,,
USGS,11463500,3/3/19 3:15,PST,32.6,9.93648,,
USGS,11463500,3/3/19 3:30,PST,32.58,9.930384,,
USGS,11463500,3/3/19 3:45,PST,32.56,9.924288,,
USGS,11463500,3/3/19 4:00,PST,32.53,9.915144,,
USGS,11463500,3/3/19 4:15,PST,32.53,9.915144,,
USGS,11463500,3/3/19 4:30,PST,32.51,9.909048,,
USGS,11463500,3/3/19 4:45,PST,32.49,9.902952,,
USGS,11463500,3/3/19 5:00,PST,32.47,9.896856,,
USGS,11463500,3/3/19 5:15,PST,32.46,9.893808,,
USGS,11463500,3/3/19 5:30,PST,32.45,9.89076,,
USGS,11463500,3/3/19 5:45,PST,32.43,9.884664,,
USGS,11463500,3/3/19 6:00,PST,32.41,9.878568,,
USGS,11463500,3/3/19 6:15,PST,32.41,9.878568,,
USGS,11463500,3/3/19 6:30,PST,32.39,9.872472,,
USGS,11463500,3/3/19 6:45,PST,32.39,9.872472,,
USGS,11463500,3/3/19 7:00,PST,32.38,9.869424,,
USGS,11463500,3/3/19 7:15,PST,32.36,9.863328,,
USGS,11463500,3/3/19 7:30,PST,32.36,9.863328,,
USGS,11463500,3/3/19 7:45,PST,32.35,9.86028,,
USGS,11463500,3/3/19 8:00,PST,32.35,9.86028,,
USGS,11463500,3/3/19 8:15,PST,32.33,9.854184,,
USGS,11463500,3/3/19 8:30,PST,32.32,9.851136,,
USGS,11463500,3/3/19 8:45,PST,32.32,9.851136,,
USGS,11463500,3/3/19 9:00,PST,32.29,9.841992,,
USGS,11463500,3/3/19 9:15,PST,32.28,9.838944,,
USGS,11463500,3/3/19 9:30,PST,32.28,9.838944,,
USGS,11463500,3/3/19 9:45,PST,32.28,9.838944,,
USGS,11463500,3/3/19 10:00,PST,32.28,9.838944,,
USGS,11463500,3/3/19 10:15,PST,32.26,9.832848,,
USGS,11463500,3/3/19 10:30,PST,32.26,9.832848,,
USGS,11463500,3/3/19 10:45,PST,32.26,9.832848,,
USGS,11463500,3/3/19 11:00,PST,32.25,9.8298,,
USGS,11463500,3/3/19 11:15,PST,32.25,9.8298,,
USGS,11463500,3/3/19 11:30,PST,32.23,9.823704,,
USGS,11463500,3/3/19 11:45,PST,32.24,9.826752,,
USGS,11463500,3/3/19 12:00,PST,32.24,9.826752,,
USGS,11463500,3/3/19 12:15,PST,32.23,9.823704,,
USGS,11463500,3/3/19 12:30,PST,32.23,9.823704,,
USGS,11463500,3/3/19 12:45,PST,32.23,9.823704,,
USGS,11463500,3/3/19 13:00,PST,32.23,9.823704,,
USGS,11463500,3/3/19 13:15,PST,32.22,9.820656,,
USGS,11463500,3/3/19 13:30,PST,32.22,9.820656,,
USGS,11463500,3/3/19 13:45,PST,32.22,9.820656,,
USGS,11463500,3/3/19 14:00,PST,32.21,9.817608,,
USGS,11463500,3/3/19 14:15,PST,32.2,9.81456,,
USGS,11463500,3/3/19 14:30,PST,32.21,9.817608,,
USGS,11463500,3/3/19 14:45,PST,32.2,9.81456,,
USGS,11463500,3/3/19 15:00,PST,32.19,9.811512,,
USGS,11463500,3/3/19 15:15,PST,32.19,9.811512,,
USGS,11463500,3/3/19 15:30,PST,32.19,9.811512,,
USGS,11463500,3/3/19 15:45,PST,32.19,9.811512,,
USGS,11463500,3/3/19 16:00,PST,32.19,9.811512,,
USGS,11463500,3/3/19 16:15,PST,32.18,9.808464,,
USGS,11463500,3/3/19 16:30,PST,32.18,9.808464,,
USGS,11463500,3/3/19 16:45,PST,32.17,9.805416,,
USGS,11463500,3/3/19 17:00,PST,32.17,9.805416,,
USGS,11463500,3/3/19 17:15,PST,32.18,9.808464,,
USGS,11463500,3/3/19 17:30,PST,32.17,9.805416,,
USGS,11463500,3/3/19 17:45,PST,32.17,9.805416,,
USGS,11463500,3/3/19 18:00,PST,32.17,9.805416,,
USGS,11463500,3/3/19 18:15,PST,32.17,9.805416,,
USGS,11463500,3/3/19 18:30,PST,32.17,9.805416,,
USGS,11463500,3/3/19 18:45,PST,32.17,9.805416,,
USGS,11463500,3/3/19 19:00,PST,32.18,9.808464,,
USGS,11463500,3/3/19 19:15,PST,32.18,9.808464,,
USGS,11463500,3/3/19 19:30,PST,32.18,9.808464,,
USGS,11463500,3/3/19 19:45,PST,32.17,9.805416,,
USGS,11463500,3/3/19 20:00,PST,32.16,9.802368,,
USGS,11463500,3/3/19 20:15,PST,32.16,9.802368,,
USGS,11463500,3/3/19 20:30,PST,32.15,9.79932,,
USGS,11463500,3/3/19 20:45,PST,32.14,9.796272,,
USGS,11463500,3/3/19 21:00,PST,32.15,9.79932,,
USGS,11463500,3/3/19 21:15,PST,32.15,9.79932,,
USGS,11463500,3/3/19 21:30,PST,32.14,9.796272,,
USGS,11463500,3/3/19 21:45,PST,32.13,9.793224,,
USGS,11463500,3/3/19 22:00,PST,32.12,9.790176,,
USGS,11463500,3/3/19 22:15,PST,32.12,9.790176,,
USGS,11463500,3/3/19 22:30,PST,32.11,9.787128,,
USGS,11463500,3/3/19 22:45,PST,32.11,9.787128,,
USGS,11463500,3/3/19 23:00,PST,32.09,9.781032,,
USGS,11463500,3/3/19 23:15,PST,32.09,9.781032,,
USGS,11463500,3/3/19 23:30,PST,32.06,9.771888,,
USGS,11463500,3/3/19 23:45,PST,32.07,9.774936,,
USGS,11463500,3/4/19 0:00,PST,32.05,9.76884,0.8500002,0.07345266
USGS,11463500,3/4/19 0:15,PST,32.05,9.76884,,
USGS,11463500,3/4/19 0:30,PST,32.05,9.76884,,
USGS,11463500,3/4/19 0:45,PST,32.03,9.762744,,
USGS,11463500,3/4/19 1:00,PST,32.03,9.762744,,
USGS,11463500,3/4/19 1:15,PST,32.02,9.759696,,
USGS,11463500,3/4/19 1:30,PST,32.03,9.762744,,
USGS,11463500,3/4/19 1:45,PST,32.01,9.756648,,
USGS,11463500,3/4/19 2:00,PST,32,9.7536,,
USGS,11463500,3/4/19 2:15,PST,32,9.7536,,
USGS,11463500,3/4/19 2:30,PST,31.98,9.747504,,
USGS,11463500,3/4/19 2:45,PST,31.97,9.744456,,
USGS,11463500,3/4/19 3:00,PST,31.97,9.744456,,
USGS,11463500,3/4/19 3:15,PST,31.96,9.741408,,
USGS,11463500,3/4/19 3:30,PST,31.95,9.73836,,
USGS,11463500,3/4/19 3:45,PST,31.96,9.741408,,
USGS,11463500,3/4/19 4:00,PST,31.94,9.735312,,
USGS,11463500,3/4/19 4:15,PST,31.93,9.732264,,
USGS,11463500,3/4/19 4:30,PST,31.91,9.726168,,
USGS,11463500,3/4/19 4:45,PST,31.9,9.72312,,
USGS,11463500,3/4/19 5:00,PST,31.91,9.726168,,
USGS,11463500,3/4/19 5:15,PST,31.89,9.720072,,
USGS,11463500,3/4/19 5:30,PST,31.89,9.720072,,
USGS,11463500,3/4/19 5:45,PST,31.89,9.720072,,
USGS,11463500,3/4/19 6:00,PST,31.89,9.720072,,
USGS,11463500,3/4/19 6:15,PST,31.87,9.713976,,
USGS,11463500,3/4/19 6:30,PST,31.86,9.710928,,
USGS,11463500,3/4/19 6:45,PST,31.86,9.710928,,
USGS,11463500,3/4/19 7:00,PST,31.85,9.70788,,
USGS,11463500,3/4/19 7:15,PST,31.85,9.70788,,
USGS,11463500,3/4/19 7:30,PST,31.83,9.701784,,
USGS,11463500,3/4/19 7:45,PST,31.83,9.701784,,
USGS,11463500,3/4/19 8:00,PST,31.82,9.698736,,
USGS,11463500,3/4/19 8:15,PST,31.8,9.69264,,
USGS,11463500,3/4/19 8:30,PST,31.8,9.69264,,
USGS,11463500,3/4/19 8:45,PST,31.79,9.689592,,
USGS,11463500,3/4/19 9:00,PST,31.79,9.689592,,
USGS,11463500,3/4/19 9:15,PST,31.77,9.683496,,
USGS,11463500,3/4/19 9:30,PST,31.77,9.683496,,
USGS,11463500,3/4/19 9:45,PST,31.75,9.6774,,
USGS,11463500,3/4/19 10:00,PST,31.76,9.680448,,
USGS,11463500,3/4/19 10:15,PST,31.74,9.674352,,
USGS,11463500,3/4/19 10:30,PST,31.74,9.674352,,
USGS,11463500,3/4/19 10:45,PST,31.72,9.668256,,
USGS,11463500,3/4/19 11:00,PST,31.72,9.668256,,
USGS,11463500,3/4/19 11:15,PST,31.71,9.665208,,
USGS,11463500,3/4/19 11:30,PST,31.7,9.66216,,
USGS,11463500,3/4/19 11:45,PST,31.69,9.659112,,
USGS,11463500,3/4/19 12:00,PST,31.7,9.66216,,
USGS,11463500,3/4/19 12:15,PST,31.69,9.659112,,
USGS,11463500,3/4/19 12:30,PST,31.68,9.656064,,
USGS,11463500,3/4/19 12:45,PST,31.66,9.649968,,
USGS,11463500,3/4/19 13:00,PST,31.66,9.649968,,
USGS,11463500,3/4/19 13:15,PST,31.66,9.649968,,
USGS,11463500,3/4/19 13:30,PST,31.65,9.64692,,
USGS,11463500,3/4/19 13:45,PST,31.65,9.64692,,
USGS,11463500,3/4/19 14:00,PST,31.64,9.643872,,
USGS,11463500,3/4/19 14:15,PST,31.63,9.640824,,
USGS,11463500,3/4/19 14:30,PST,31.62,9.637776,,
USGS,11463500,3/4/19 14:45,PST,31.61,9.634728,,
USGS,11463500,3/4/19 15:00,PST,31.61,9.634728,,
USGS,11463500,3/4/19 15:15,PST,31.59,9.628632,,
USGS,11463500,3/4/19 15:30,PST,31.59,9.628632,,
USGS,11463500,3/4/19 15:45,PST,31.59,9.628632,,
USGS,11463500,3/4/19 16:00,PST,31.59,9.628632,,
USGS,11463500,3/4/19 16:15,PST,31.57,9.622536,,
USGS,11463500,3/4/19 16:30,PST,31.57,9.622536,,
USGS,11463500,3/4/19 16:45,PST,31.56,9.619488,,
USGS,11463500,3/4/19 17:00,PST,31.55,9.61644,,
USGS,11463500,3/4/19 17:15,PST,31.54,9.613392,,
USGS,11463500,3/4/19 17:30,PST,31.54,9.613392,,
USGS,11463500,3/4/19 17:45,PST,31.53,9.610344,,
USGS,11463500,3/4/19 18:00,PST,31.52,9.607296,,
USGS,11463500,3/4/19 18:15,PST,31.51,9.604248,,
USGS,11463500,3/4/19 18:30,PST,31.5,9.6012,,
USGS,11463500,3/4/19 18:45,PST,31.5,9.6012,,
USGS,11463500,3/4/19 19:00,PST,31.49,9.598152,,
USGS,11463500,3/4/19 19:15,PST,31.48,9.595104,,
USGS,11463500,3/4/19 19:30,PST,31.48,9.595104,,
USGS,11463500,3/4/19 19:45,PST,31.46,9.589008,,
USGS,11463500,3/4/19 20:00,PST,31.44,9.582912,,
USGS,11463500,3/4/19 20:15,PST,31.43,9.579864,,
USGS,11463500,3/4/19 20:30,PST,31.41,9.573768,,
USGS,11463500,3/4/19 20:45,PST,31.39,9.567672,,
USGS,11463500,3/4/19 21:00,PST,31.38,9.564624,,
USGS,11463500,3/4/19 21:15,PST,31.35,9.55548,,
USGS,11463500,3/4/19 21:30,PST,31.33,9.549384,,
USGS,11463500,3/4/19 21:45,PST,31.3,9.54024,,
USGS,11463500,3/4/19 22:00,PST,31.27,9.531096,,
USGS,11463500,3/4/19 22:15,PST,31.24,9.521952,,
USGS,11463500,3/4/19 22:30,PST,31.21,9.512808,,
USGS,11463500,3/4/19 22:45,PST,31.17,9.500616,,
USGS,11463500,3/4/19 23:00,PST,31.15,9.49452,,
USGS,11463500,3/4/19 23:15,PST,31.11,9.482328,,
USGS,11463500,3/4/19 23:30,PST,31.06,9.467088,,
USGS,11463500,3/4/19 23:45,PST,31.04,9.460992,,
USGS,11463500,3/5/19 0:00,PST,31,9.4488,,
USGS,11463500,3/5/19 0:15,PST,30.96,9.436608,,
USGS,11463500,3/5/19 0:30,PST,30.93,9.427464,,
USGS,11463500,3/5/19 0:45,PST,30.88,9.412224,,
