latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
29.98776,-99.110295,29.98776,-99.110295,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37264,Kerrville,,,TX,Kerr County,,No,29.98776,-99.110295,48598,Guadalupe River,37264,357,2,2,Debris line in south side of river just off Hwy 173,7/9/2025 12:00:00 AM,1569.5,2,4,Right,30935,8,,1,14638,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_95,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.980715,-99.104514,29.980715,-99.104514,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37265,Kerrville,,,TX,Kerr County,,No,29.980715,-99.104514,48599,Guadalupe River,37265,357,2,2,Debris line on west side of Wharton Rd and south side of river,7/9/2025 12:00:00 AM,1561.5,2,4,Right,30936,8,,1,14639,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_96,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.97381,-99.095804,29.97381,-99.095804,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37266,Between Kerrville and Center Point,,,TX,Kerr County,,No,29.97381,-99.095804,48600,Guadalupe River,37266,357,2,2,Debris line south of Wharton Rd,7/9/2025 12:00:00 AM,1552.5,2,4,Right,30937,8,,1,14640,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_97,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.95748,-99.084672,29.95748,-99.084672,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37268,Center Point,,,TX,Kerr County,,No,29.95748,-99.084672,48601,Guadalupe River,37268,357,2,2,Debris line across Center point Rd south side of river,7/9/2025 12:00:00 AM,1537.9,2,4,Right,30938,8,,1,14641,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_98,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.954038,-99.08072,29.954038,-99.08072,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37269,Center Point,,,TX,Kerr County,,No,29.954038,-99.08072,48602,Guadalupe River,37269,357,2,2,Debris line in field on south side of Center Point Rd near confluence with Turtle creek,7/9/2025 12:00:00 AM,1532.6,2,4,Right,30939,8,,1,14642,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_99,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.954404,-99.075788,29.954404,-99.075788,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37270,Center Point,,,TX,Kerr County,,No,29.954404,-99.075788,48603,Guadalupe River,37270,357,2,2,Debris at entrance to old River Rd RV Park,7/9/2025 12:00:00 AM,1532.5,2,4,Left,30842,8,,1,14546,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_100,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.949684,-99.067415,29.949684,-99.067415,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37271,Center Point,,,TX,Kerr County,,No,29.949684,-99.067415,48604,Guadalupe River,37271,357,2,4,Debris line along side of Sutherland LN north of Center Point rd,7/9/2025 12:00:00 AM,1526,2,4,Left,30883,8,,1,14587,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_101,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.94707,-99.048084,29.94707,-99.048084,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37272,Center Point,,,TX,Kerr County,,No,29.94707,-99.048084,48605,Guadalupe River,37272,357,2,2,Debris along along north side of Center Point Rd,7/9/2025 12:00:00 AM,1513.7,2,4,Left,30884,8,,1,14588,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_102,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.948864,-99.039603,29.948864,-99.039603,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37273,Center Point,,,TX,Kerr County,,No,29.948864,-99.039603,48606,Guadalupe River,37273,357,2,4,Debris line along fence north of River and south of Hwy 27,7/9/2025 12:00:00 AM,1507.3,2,4,Left,30885,8,,1,14590,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_103,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.944552,-99.039523,29.944552,-99.039523,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37274,Center Point,,,TX,Kerr County,,No,29.944552,-99.039523,48607,Guadalupe River,37274,357,2,2,Debris line in church parking lot on south side of river west of FM 480,7/9/2025 12:00:00 AM,1510.2,2,4,Right,30886,8,,1,14589,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_104,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.947269,-99.035188,29.947269,-99.035188,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37275,Center Point,,,TX,Kerr County,,No,29.947269,-99.035188,48608,Guadalupe River,37275,357,2,2,Debris line along south side of the river,7/9/2025 12:00:00 AM,1505.1,2,4,Right,30887,8,,1,14591,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_105,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.943855,-99.046669,29.943855,-99.046669,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37276,Center Point,,,TX,Kerr County,,No,29.943855,-99.046669,48609,Guadalupe River,37276,357,2,2,Debris in yard on south side of the river,7/9/2025 12:00:00 AM,1512.6,2,4,Right,30888,8,,1,14592,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_106,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.942573,-99.062456,29.942573,-99.062456,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37277,Center Point,,,TX,Kerr County,,No,29.94257,-99.06246,48610,Guadalupe River,37277,357,2,4,Debris line on hill south side of river,7/9/2025 12:00:00 AM,1521.4,2,4,Right,30889,8,,1,14593,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_107,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.951345,-99.033488,29.951345,-99.033488,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37278,Center Point,,,TX,Kerr County,,No,29.951345,-99.033488,48611,Guadalupe River,37278,357,2,2,Debris line along east side stoneleigh Rd north of HWY 27,7/9/2025 12:00:00 AM,1504.3,2,4,Left,30890,8,,1,14594,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_108,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.964988,-99.087411,29.964988,-99.087411,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37279,Center Point,,,TX,Kerr County,,No,29.964988,-99.087411,48612,Guadalupe River,37279,357,2,4,Debris line at sand pit north side of river,7/9/2025 12:00:00 AM,1539.9,2,4,Left,30891,8,,1,14595,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_109,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.980291,-99.097309,29.980291,-99.097309,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37280,Center Point,,,TX,Kerr County,,No,29.980291,-99.097309,48613,Guadalupe River,37280,357,2,2,Debris line at end of paradise Ave,7/9/2025 12:00:00 AM,1556.8,2,4,Left,30892,8,,1,14596,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_110,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.988332,-99.107304,29.988332,-99.107304,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37281,Center Point,,,TX,Kerr County,,No,29.988332,-99.107304,48614,Guadalupe River,37281,357,2,4,Debris in open field on north side of river,7/9/2025 12:00:00 AM,1566.8,2,4,Left,30893,8,,1,14597,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_111,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.984196,-99.105373,29.984196,-99.105373,2025 July TX Flood,Debris,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37282,Center Point,,,TX,Kerr County,,No,29.984196,-99.105373,48615,Guadalupe River,37282,357,2,1,Well defined debris line on cleared slope on north river bank,7/9/2025 12:00:00 AM,1562.9,2,4,Left,30894,8,,1,14598,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_112,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.997525,-99.105351,29.997525,-99.105351,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37283,Center Point,,,TX,Kerr County,,No,29.997525,-99.105351,48616,Guadalupe River,37283,357,2,4,Debris line on north side of river at spillway structure,7/9/2025 12:00:00 AM,1573.4,2,4,Left,30895,8,,1,14599,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_113,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.047914,-99.144519,30.047914,-99.144519,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37284,Kerrville Library,,,TX,Kerr County,,No,30.04791,-99.14396,48617,Guadalupe River,37284,357,2,2,Debris line on concrete ramps behind Kerrville Library...third ramp,7/9/2025 12:00:00 AM,1619.8,2,4,Left,30896,8,,1,14600,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_114,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.050942,-99.147401,30.050942,-99.147401,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37285,Kerrville,,,TX,Kerr County,,No,30.050942,-99.147401,48618,Guadalupe River,37285,357,2,2,Debris line on west side Hwy 394,7/9/2025 12:00:00 AM,1625.3,2,4,Left,30897,8,,1,14601,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_115,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.052813,-99.150235,30.052813,-99.150235,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37286,Kerrville,,,TX,Kerr County,,No,30.052813,-99.150235,48619,Guadalupe River,37286,357,2,2,Debris line in parking lot north of river...multiple houses flooded,7/9/2025 12:00:00 AM,1625.6,2,4,Left,30898,8,,1,14602,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_116,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.051831,-99.158394,30.051831,-99.158394,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37287,Kerrville,,,TX,Kerr County,,No,30.051831,-99.158394,48620,Guadalupe River,37287,357,2,2,Faint debris line on west side of Center st north of Guadalupe st,7/9/2025 12:00:00 AM,1632.3,2,4,Left,30976,8,,1,14679,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_117,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.053621,-99.163852,30.053621,-99.163852,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37288,Kerrville (USGS gage),,,TX,Kerr County,,No,30.053621,-99.163852,48621,Guadalupe River,37288,357,2,2,Debris line on south side of Guad St...houses flooded near river,7/9/2025 12:00:00 AM,1637.4,2,4,Left,30899,8,,1,14603,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_118,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.062171,-99.172015,30.062171,-99.172015,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37289,Kerrville,,,TX,Kerr County,,No,30.062171,-99.172015,48622,Guadalupe River,37289,357,2,2,Debris line on behind AT&T store on north side of river bank,7/9/2025 12:00:00 AM,1643.7,2,4,Left,30900,8,,1,14604,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_119,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.066216,-99.179515,30.066216,-99.179515,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37290,Kerrville,,,TX,Kerr County,,No,30.066216,-99.179515,48623,Guadalupe River,37290,357,2,2,Debris line along S shoulder of HWY 27...businesses flooded,7/9/2025 12:00:00 AM,1646.6,2,4,Left,30901,8,,1,14605,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_120,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.073533,-99.246484,30.073533,-99.246484,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37291,Johnson Creek at Hwy 27,,,TX,Kerr County,,No,30.073533,-99.246484,48624,Guadalupe River,37291,357,2,2,Debris line on north side of HWY 27 at Johnson Creek...no homes flooded on Ingram Loop,7/9/2025 12:00:00 AM,1695.2,2,4,Left,30902,8,,1,14606,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_121,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.073775,-99.24817,30.073775,-99.24817,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37292,Johnson Creek at Hwy 27,,,TX,Kerr County,,No,30.073775,-99.24817,48625,Guadalupe River,37292,357,2,4,Debris on concrete paving west side of Johnson Creek north of HWY 27,7/9/2025 12:00:00 AM,1694.7,2,4,Left,30903,8,,1,14607,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_122,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.082069,-99.343681,30.082069,-99.343681,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37293,North of Hunt (north fork),,,TX,Kerr County,,No,30.082069,-99.343681,48626,Guadalupe River,37293,357,2,2,Debris line on hill side north of river,7/9/2025 12:00:00 AM,1776.5,2,4,Left,30904,8,,1,14608,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/9/2025 12:00:00 AM,0,2,1,1,,,HCFCD_123,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.077349,-99.343654,30.077349,-99.343654,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37294,Hunt (north fork),,,TX,Kerr County,,No,30.077349,-99.343654,48627,Guadalupe River,37294,357,2,4,Debris line on north side of FM 1340 south of river,7/10/2025 12:00:00 AM,1777,2,4,Right,30905,8,,1,14609,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_124,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.944681,-99.025283,29.944681,-99.025283,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37295,Center Point,,,TX,Kerr County,,No,29.944681,-99.025283,48628,Guadalupe River,37295,357,2,2,Debris line on top of north side river bank,7/10/2025 12:00:00 AM,1500.1,2,4,Left,30906,8,,1,14610,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_125,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.940505,-99.008318,29.940505,-99.008318,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37296,Center Point,,,TX,Kerr County,,No,29.940505,-99.008318,48629,Guadalupe River,37296,357,2,4,Debris line on north side of river crossing,7/10/2025 12:00:00 AM,1484.7,2,4,Left,30907,8,,1,14611,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_126,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.940426,-99.023784,29.940426,-99.023784,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37297,Center Point,,,TX,Kerr County,,No,29.940426,-99.023784,48630,Guadalupe River,37297,357,2,2,Debris line on north side of China Rd (south side of river),7/10/2025 12:00:00 AM,1494.5,2,4,Right,30908,8,,1,14612,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_127,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.939213,-99.011606,29.939213,-99.011606,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37298,Center Point,,,TX,Kerr County,,No,29.939213,-99.011606,48631,Guadalupe River,37298,357,2,2,Debris line on south side of China Rd,7/10/2025 12:00:00 AM,1486.6,2,4,Right,30909,8,,1,14613,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_128,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.937637,-98.999046,29.937637,-98.999046,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37299,Center Point,,,TX,Kerr County,,No,29.937637,-98.999046,48632,Guadalupe River,37299,357,2,4,Debris line on small berm on south side of river,7/10/2025 12:00:00 AM,1479.8,2,4,Right,30910,8,,1,14614,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_129,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.941657,-98.99344,29.941657,-98.99344,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37300,Center Point,,,TX,Kerr County,,No,29.941657,-98.99344,48633,Guadalupe River,37300,357,2,2,Debris line on north side river bank,7/10/2025 12:00:00 AM,1477.3,2,4,Left,30911,8,,1,14615,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_130,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.936174,-98.984349,29.936174,-98.984349,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37301,Center Point,,,TX,Kerr County,,No,29.936174,-98.984349,48634,Guadalupe River,37301,357,2,4,Debris line on south river bank,7/10/2025 12:00:00 AM,1468.3,2,4,Right,30912,8,,1,14616,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_131,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.939426,-98.984976,29.939426,-98.984976,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Melissa Null,Not marked,Handheld GPS,NAD83,STN Admin,STN Admin,TXKER37302,Center Point,,,TX,Kerr County,,No,29.939426,-98.984976,48635,Guadalupe River,37302,357,2,2,Debris line on north bank of river,7/10/2025 12:00:00 AM,1468.9,2,4,Left,30913,8,,1,14617,Surveyed with handheld GPS only; Courtesy of the Harris County Flood Control District (HCFCD) crew: Lindner/Justice/Wood,Riverine,7/10/2025 12:00:00 AM,0,2,1,1,,,HCFCD_132,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
